id,artista,genero,fecha,hora,descripcion,imagen_url
250febd2-bca6-4bbb-8c02-63cba81ba6f8,Potencia,Cumbia,2026-08-08,20:30:00,,https://nbezmlsvoqisqjeacwhq.supabase.co/storage/v1/object/public/eventos/1785218634284-potencia.jpg
